skill,category,A_instruction_design,B_domain_accuracy,C_ownership_packaging,current_issue_evidence,change_size,priority,proposed_change,preserved_capabilities,dependencies,risk,expected_benefit,validation,confidence,official_or_authoritative_source
alaa-testing-strategy,Architecture/testing,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:59 failure modes/proof tiers; runner versions not material to body; refs partly assessed,Not assessed,Defer,Retain proof tiers and gate strength,Final-candidate proof; independent acceptance; honest doubles,alaa-cc-orchestrator; alaa-codex-orchestrator; alaa-controlled-ops; alaa-observability-soc; alaa-postman-collections; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review; alaa-services-contract; service-runtime-kit-governance,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Actual workload failure-mode evidence before policy change,Medium,Repository proof-level owner
alaa-trust-gateway-auth,Architecture/security,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,"SKILL.md:18-72,85-90 fail-closed trust; gateway/current contract not inspected",Not assessed,Defer,No change without gateway/service contract evidence,Headers; identity; tenancy; fail-closed behavior,alaa-algorithms-data-structures; alaa-docker-production; alaa-haproxy; alaa-haproxy-lua; alaa-keyset-pagination; alaa-laravel-architecture; alaa-observability-soc; alaa-octane-performance; alaa-permission-generator; alaa-php-clean-code; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-testing-strategy; caas-arvan-kuber,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Actual gateway negative/auth boundary tests,Medium,Current gateway contract and repository checker
alaa-ui-ux-design-system,Frontend/design,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:18-24 gates; references/85 WCAG2.2AA confirmed; remaining refs not exhaustive,Not assessed,Defer,Retain accessibility target; no whole-skill None claim,RTL; keyboard; focus; tokens; visual review,alaa-algorithms-data-structures; alaa-frontend-developer; alaa-frontend-devops; alaa-frontend-doc-annotations; alaa-input-normalization; alaa-low-noise; alaa-observability-soc; alaa-permission-generator; alaa-project-constitution; alaa-prompting-guide; alaa-quasar-app-vite-v3; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-system-design; alaa-testing-strategy; alaa-trust-gateway-auth; alaa-vue-typescript-clean-code,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Design checker and target accessibility evidence,High WCAG; medium coverage,https://www.w3.org/TR/WCAG22/
alaa-vue-typescript-clean-code,Frontend/framework,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,references/20:157 distinguishes Vue3.6RC from stable3.5; full examples unverified,Not assessed,Defer,Retain stable/preview distinction,Strictness; component typing; version gate,alaa-algorithms-data-structures; alaa-crockford-base32-codecs; alaa-data-layer; alaa-frontend-developer; alaa-frontend-doc-annotations; alaa-indexeddb-browser-storage; alaa-input-normalization; alaa-keyset-pagination; alaa-laravel-architecture; alaa-low-noise; alaa-mono-package; alaa-observability-soc; alaa-permission-generator; alaa-php-clean-code; alaa-project-constitution; alaa-prompting-guide; alaa-quasar-app-vite-v3; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-system-design; alaa-testing-strategy; alaa-trust-gateway-auth; alaa-ui-ux-design-system,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Frontend version check and target typecheck,High distinction; medium coverage,https://github.com/vuejs/core/releases
alaa-workflow,Governance/workflow,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:18 plan/checkpoint/lifecycle; source root lifecycle gate passed; scripts not exhaustively audited,Not assessed,Defer,Retain current workflow; use it only after user selection,State ownership; cold start; lifecycle; commit authority,alaa-cc-orchestrator; alaa-code-intelligence-routing; alaa-codex-orchestrator; alaa-codex-runtime-ops; alaa-extract-agent-lessons; alaa-low-noise; alaa-memory-os; alaa-prompting-guide; alaa-quasar-app-vite-v3-pack-state; alaa-repo-docs; alaa-testing-strategy,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Selected plan/checkpoint validator in Stage B; existing source evidence separately,Medium,Repository workflow owner
ansible-generator,Infrastructure/automation,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:32-76 author/validator split; controller unknown,Not assessed,Defer,Keep generator role until target compatibility review,Idempotence; FQCN; secret boundaries,alaa-algorithms-data-structures; alaa-data-layer; alaa-docker-production; alaa-gitlab-ci-cd; alaa-haproxy; alaa-k8s-helm; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Template checks plus target validator,Medium,https://docs.ansible.com/
ansible-validator,Infrastructure/automation,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,scripts/requirements.txt:1-20 core>=2.19 floor; stable2.21 does not invalidate supported floor,Minor,P2,Schedule compatibility/EOL review; no immediate floor bump,Supported older controllers; security; Molecule gates,alaa-algorithms-data-structures; alaa-controlled-ops; alaa-data-layer; alaa-docker-production; alaa-gitlab-ci-cd; alaa-k8s-helm; alaa-observability-soc; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-testing-strategy,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,Hypothesis: fewer execution/compatibility mistakes and clearer routing; no speed or cost improvement measured.,Self-test and exact installed controller/tool detection,Medium,https://docs.ansible.com/projects/ansible/latest/reference_appendices/release_and_maintenance.html
caas-arvan-kuber,Infrastructure/platform,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:76 malformed Python command; capability matrix capture unknown,Minor,P0,F01 resolve correct skill checker path; W5 platform evidence separately,Live cluster precedence; RBAC; Secret policy; arvan profile,alaa-algorithms-data-structures; alaa-arvan-object-storage; alaa-bash-shell; alaa-docker-production; alaa-gitlab-ci-cd; alaa-k8s-helm; alaa-makefile; alaa-minio-object-storage; alaa-observability-soc; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-testing-strategy,Broken execution or conflicting authority text; bounded repair must preserve existing gate/permission strength.,Hypothesis: fewer execution/compatibility mistakes and clearer routing; no speed or cost improvement measured.,Command-path fixture; summarize-openapi --check when valid captured spec available,High command; platform unknown,Repository checker; official provider source ledger
clickhouse-performance-schema-ops,Data/operations,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,references/90-source-map dated July; upstream26.9 versus unknown target,Minor,P2,W4 selected SQL feature/version provenance review,Tenant ORDER BY; mutation authority; target schema,alaa-algorithms-data-structures; alaa-cc-orchestrator; alaa-codex-orchestrator; alaa-data-layer; alaa-go-chi-development; alaa-golang; alaa-k8s-helm; alaa-keyset-pagination; alaa-observability-soc; alaa-project-constitution; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-signoz-clickhouse-docs; alaa-system-design; alaa-testing-strategy; caas-arvan-kuber; vector-rust-observability-pipelines,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,Hypothesis: fewer execution/compatibility mistakes and clearer routing; no speed or cost improvement measured.,DDL checker and target SELECT version/schema,Medium,https://clickhouse.com/blog/clickhouse-release-26-09
jitsi-platform-architect,Infrastructure/integrations,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,references/90-source-map.md:16-24 multiple explicitly unverified rows,Not assessed,Defer,Obtain target deployment and current docs before change,Opaque rooms; scoped JWT; recording notice,alaa-async-messaging; alaa-crockford-base32-codecs; alaa-data-layer; alaa-docker-production; alaa-haproxy; alaa-k8s-helm; alaa-observability-soc; alaa-project-constitution; alaa-prompting-guide; alaa-quasar-app-vite-v3; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-testing-strategy; alaa-trust-gateway-auth; alaa-vue-typescript-clean-code; caas-arvan-kuber,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Own checker and target integration proof,Medium,https://jitsi.github.io/handbook/
service-runtime-kit-governance,Infrastructure/governance,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,SKILL.md:55 unqualified commit directive conflicts with higher permission rule,Minor,P0,"F02 explicit commit authorization, preserve local regeneration",Generated ownership; reuse; secret checks; kit pin,alaa-data-layer; alaa-docker-production; alaa-gitlab-ci-cd; alaa-laravel-job-rabbitmq; alaa-observability-soc; alaa-services-contract; caas-arvan-kuber,Broken execution or conflicting authority text; bounded repair must preserve existing gate/permission strength.,Hypothesis: fewer execution/compatibility mistakes and clearer routing; no speed or cost improvement measured.,Authority scenarios; generated diff/native contract checks,High instruction; no unauthorized effect,Current sibling kit required for domain changes
tusd-upload-platform,Data/integrations,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,references/10-source-map.md:26-33 tusd2.9.2/client4.3.1 and client5 preview distinction,Not assessed,Defer,Retain distinction; no version defect shown; consumer/client latest unknown,Resumable protocol; upload authority; version boundaries,alaa-async-messaging; alaa-docker-production; alaa-golang; alaa-haproxy; alaa-k8s-helm; alaa-minio-object-storage; alaa-observability-soc; alaa-permission-generator; alaa-quasar-app-vite-v3; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-testing-strategy; alaa-trust-gateway-auth; alaa-vue-typescript-clean-code,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,No measured benefit; retain current behavior until evidence justifies change.,Exact consumer protocol/client/server checks,Medium,https://github.com/tus/tusd/releases
vector-rust-observability-pipelines,Infrastructure/observability,Body inspected; specific defects and preservation listed. Full-reference coverage limited unless noted.,Partial: consumer applicability and uninspected API/command examples not certified; see versions.md.,Inventory/dependencies captured; root structure/index/reference/lifecycle gates pass. Domain gates separate.,references/80-version-and-upgrade-deltas.md:5-25 0.57 snapshot versus stable0.58,Minor,P1,W4 version delta and chart appVersion review; no install,Delivery/acks; VRL; secret interpolation; vdev exclusion,alaa-algorithms-data-structures; alaa-cc-orchestrator; alaa-codex-orchestrator; alaa-haproxy; alaa-k8s-helm; alaa-observability-soc; alaa-project-constitution; alaa-prompting-guide; alaa-reliability-sla; alaa-security-review; alaa-services-contract; alaa-signoz-clickhouse-docs; alaa-system-design; alaa-testing-strategy; caas-arvan-kuber,Behavior regression if guards/examples are removed; do not edit unassessed surfaces.,Hypothesis: fewer execution/compatibility mistakes and clearer routing; no speed or cost improvement measured.,Version checker; exact vector validate/test and chart compatibility,High,https://github.com/vectordotdev/vector/releases
